Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
ABS,Alcohol Beverage Services,Administration,M,122008.53,0,0,M3
ABS,Alcohol Beverage Services,Clarksburg Village,F,32952.34,380.36,0,12
ABS,Alcohol Beverage Services,King Farm,M,32952.34,18.3,0,12
ABS,Alcohol Beverage Services,Leisure World,F,32952.34,23.6,0,12
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,37110.04,3991.12,0,10
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,38408.57,2222.09,0,10
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",M,70767.84,0,0,21
ABS,Alcohol Beverage Services,Kingsview,M,32951.91,1160.28,0,12
ABS,Alcohol Beverage Services,Beer Loading,M,39796.99,4324.14,0,12
ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,39796.99,1411.41,0,12
ABS,Alcohol Beverage Services,Marketing,F,164193.05,0,0,M2
ABS,Alcohol Beverage Services,Beer Loading,M,84909.79,28586.82,0,20
ABS,Alcohol Beverage Services,Beer Loading,M,38451.2,3697.83,0,12
ABS,Alcohol Beverage Services,Beer Loading,M,39796.99,12588.51,0,12
ABS,Alcohol Beverage Services,Beer Loading,M,39796.99,7551.98,0,12
ABS,Alcohol Beverage Services,Wholesale Operations,M,83569.11,0,0,21
ABS,Alcohol Beverage Services,Beer Loading,M,37562.54,4711.27,0,12
ABS,Alcohol Beverage Services,Beer Loading,M,37562.17,5949.03,0,12
ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,38876.86,2078.63,0,12
ABS,Alcohol Beverage Services,Hampden Lane,F,31837.59,767.48,0,12
ABS,Alcohol Beverage Services,Leisure World,M,31376.18,29.24,0,12
ABS,Alcohol Beverage Services,Montrose,M,18575.46,0,0,12
ABS,Alcohol Beverage Services,Clarksburg Village,F,32474.22,816,0,12
ABS,Alcohol Beverage Services,Wholesale Operations,F,73737.45,0,0,21
ABS,Alcohol Beverage Services,Retail Administration,F,58096.17,0,0,16
ABS,Alcohol Beverage Services,Cabin John,F,31837.59,447.43,0,12
ABS,Alcohol Beverage Services,Westwood,M,31837.59,529.86,0,12
ABS,Alcohol Beverage Services,Aspen Hill,M,31837.6,109.93,0,12
ABS,Alcohol Beverage Services,Goshen Crossing,M,19225.6,26.49,0,12
ABS,Alcohol Beverage Services,Leisure World,M,43142.25,65.52,0,14
ABS,Alcohol Beverage Services,Montrose,M,43776.7,661.03,0,14
ABS,Alcohol Beverage Services,Olney,F,31837.6,25.04,0,12
ABS,Alcohol Beverage Services,Hampden Lane,M,31837.6,994.89,0,12
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,44959.91,1881.28,0,15
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,44959.91,2788.57,0,15
ABS,Alcohol Beverage Services,Beer Loading,M,38877.23,3767.76,0,12
ABS,Alcohol Beverage Services,Administrative Services,M,144751,0,0,M3
ABS,Alcohol Beverage Services,Beer Loading,M,38451.2,3310.95,0,12
ABS,Alcohol Beverage Services,Beer Loading,M,38450.76,4396.49,0,12
ABS,Alcohol Beverage Services,Retail Administration,M,156442.5,0,0,M2
ABS,Alcohol Beverage Services,Stock Liquor and Wine Warehouse Operations,M,37150,40.26,0,12
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,43439.53,2450.22,0,15
ABS,Alcohol Beverage Services,Beer Loading,M,38450.76,4504.51,0,12
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,35855.14,1349.68,0,10
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,35855.14,325.93,0,10
ABS,Alcohol Beverage Services,IT Administration,F,126584,0,0,28
ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,43439.99,1766.62,0,15
ABS,Alcohol Beverage Services,Special Order Liquor and Wine Warehouse Operations,M,38450.76,3296.49,0,12
ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,41971,2572.02,0,15
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,41971,3834.33,0,15
ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,F,41971,628.42,0,15
ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,34316.12,2009.66,0,10
ABS,Alcohol Beverage Services,Leisure World,M,18575.25,5.91,0,12
ABS,Alcohol Beverage Services,Downtown Rockville,M,18575.25,0,0,12
ABS,Alcohol Beverage Services,Beer Warehouse Operations,M,81800,0,0,20
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,61275.75,13007.36,0,15
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,46012.5,2820.26,0,15
ABS,Alcohol Beverage Services,Walnut Hill,F,66462.5,0,0,21
ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,61787,5215.88,0,15
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,34642.65,597.27,0,10
ABS,Alcohol Beverage Services,Potomac,M,18575.25,3.49,0,12
ABS,Alcohol Beverage Services,Clarksburg Village,M,18575,7.53,0,12
ABS,Alcohol Beverage Services,Seneca Meadows,M,40289,783.26,0,14
ABS,Alcohol Beverage Services,Potomac,M,40289,317.04,0,14
ABS,Alcohol Beverage Services,Wholesale Administration,M,125000,0,0,M3
ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,37150,1319.21,0,12
ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,47035,1190.64,0,15
ABS,Alcohol Beverage Services,Darnestown,F,40289,95.16,0,14
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,47035,1754.11,0,15
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,34316,878.51,0,10
ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,52093,3585.19,0,15
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",M,47848,69.02,0,18
ABS,Alcohol Beverage Services,Retail Administration,M,73435.07,0,0,21
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,55316.49,2835.64,0,15
ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,55316.49,0,0,15
ABS,Alcohol Beverage Services,Beer Delivery Operations,M,34316,1001.14,0,10
ABS,Alcohol Beverage Services,Administrative Services,F,123170,0,0,M3
ABS,Alcohol Beverage Services,Wholesale Administration,M,120000,692.32,0,M3
ABS,Alcohol Beverage Services,Burtonsville,M,18575,13.15,0,12
ABS,Alcohol Beverage Services,Beer Loading,M,38681,739.34,0,13
ABS,Alcohol Beverage Services,Wheaton,M,18575,9.69,0,12
ABS,Alcohol Beverage Services,Walnut Hill,F,18574.4,5.37,0,12
ABS,Alcohol Beverage Services,Hampden Lane,M,18574.4,3.77,0,12
ABS,Alcohol Beverage Services,Flower Avenue,M,18574.4,2.42,0,12
ABS,Alcohol Beverage Services,Potomac,F,18574.4,0,0,12
ABS,Alcohol Beverage Services,Hampden Lane,M,18574.4,0,0,12
ABS,Alcohol Beverage Services,Seneca Meadows,M,18575,2.69,0,12
ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,68575,0,0,15
ABS,Alcohol Beverage Services,Beer Warehouse Operations,M,78000,0,0,18
ABS,Alcohol Beverage Services,Westwood,M,18575,2.15,0,12
ABS,Alcohol Beverage Services,Montrose,M,18575,0,0,12
ABS,Alcohol Beverage Services,Olney,F,18575,0,0,12
BOA,Board of Appeals Department,Board of Appeals Division,F,78902,0,0,18
BOA,Board of Appeals Department,Board of Appeals Division,F,58481.91,0,0,16
BOA,Board of Appeals Department,Executive Director,F,144751,0,0,M3
BOE,Board of Elections,Director,F,183654.18,0,0,M1
BOE,Board of Elections,Registration Services,F,62488,5622.07,0,13
BOE,Board of Elections,Absentee Voting,F,82097.93,31717.02,0,21
BOE,Board of Elections,Registration Services,F,90848,52145.47,5745.6,21
BOE,Board of Elections,Polling Place Management,M,78964.64,27989.02,0,21
BOE,Board of Elections,Election Judge Recruitment,F,90848,0,0,21
BOE,Board of Elections,Election Judge Recruitment,F,78902,37625.88,0,18
BOE,Board of Elections,Information Technology Division,F,115627.88,0,0,28
BOE,Board of Elections,Election Operations,F,97856.35,28007.24,0,23
BOE,Board of Elections,Election Judge Recruitment,M,90848,43424.75,2831.76,21
BOE,Board of Elections,Director's Office,F,73256.36,20887.2,0,21
BOE,Board of Elections,Registration Services,F,62352.29,6205.92,0,16
BOE,Board of Elections,Registration Services,M,62359.89,12500.47,0,16
BOE,Board of Elections,Absentee Voting,F,67748.1,36094.62,0,16
BOE,Board of Elections,Registration Services,F,62352.29,22360.55,0,16
BOE,Board of Elections,Polling Place Management,M,71852,25031.84,2239.92,16
BOE,Board of Elections,Polling Place Management,M,59660,0,2054.48,12
BOE,Board of Elections,Absentee Voting,F,66991.42,18202.17,0,16
BOE,Board of Elections,Information Technology Division,M,89104.54,29366.24,0,23
BOE,Board of Elections,Registration Services,F,62352.29,15053.12,0,16
BOE,Board of Elections,Registration Services,F,37881.06,18804.59,0,16
BOE,Board of Elections,Voter Services,F,37881.06,17412.95,0,16
BOE,Board of Elections,Polling Place Management,F,72898.11,20306,0,21
BOE,Board of Elections,Director's Office,F,144746.29,0,0,M3
BOE,Board of Elections,Information Technology Division,F,83841.32,13029.91,0,21
BOE,Board of Elections,Information Technology Division,F,76505.18,46550.07,0,19
BOE,Board of Elections,Voter Services,F,93582.2,0,0,23
BOE,Board of Elections,Director's Office,F,79064.66,360.93,0,22
BOE,Board of Elections,Voter Services,M,96500,26410.39,0,23
CAT,County Attorney's Office,Administration,F,93767.64,0,0,23
CAT,County Attorney's Office,Support Services,F,99852,0,0,23
CAT,County Attorney's Office,Health and Human Services,F,150527,0,3127.68,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,150527,0,0,32
CAT,County Attorney's Office,Health and Human Services,F,150527,0,0,32
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,150527,0,3127.68,32
CAT,County Attorney's Office,County Attorney,M,210143,0,0,0
CAT,County Attorney's Office,Government Operations,F,150527,0,0,32
CAT,County Attorney's Office,County Attorney's Office,F,144749.99,0,0,M3
CAT,County Attorney's Office,Human Resources and Appeals,F,167345,0,0,M2
CAT,County Attorney's Office,Government Operations,M,167345,0,0,M2
CAT,County Attorney's Office,Human Resources and Appeals,M,137455.35,0,0,32
CAT,County Attorney's Office,Finance and Procurement,F,141441.37,0,0,32
CAT,County Attorney's Office,Finance and Procurement,F,150527,0,0,32
CAT,County Attorney's Office,Government Operations,F,149251.04,0,0,32
CAT,County Attorney's Office,Administration,M,187233,0,0,M1
CAT,County Attorney's Office,Support Services,F,66395.05,119.72,0,16
CAT,County Attorney's Office,Support Services,F,71852,25.91,0,16
CAT,County Attorney's Office,Human Resources and Appeals,F,120898.76,0,0,32
CAT,County Attorney's Office,Finance and Procurement,F,99852,0,0,23
CAT,County Attorney's Office,Government Operations,F,119003.36,0,0,32
CAT,County Attorney's Office,Health and Human Services,F,91522.46,0,0,23
CAT,County Attorney's Office,Finance and Procurement,F,90848,0,1887.84,21
CAT,County Attorney's Office,Finance and Procurement,F,71852,0,0,16
CAT,County Attorney's Office,Insurance Defense Litigation,M,150527,0,3127.68,32
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,119135.92,0,0,32
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,167345,0,0,M2
CAT,County Attorney's Office,Support Services,F,71852,3118.63,1492.56,16
CAT,County Attorney's Office,Human Resources and Appeals,F,150527,0,0,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,164111.25,0,0,M2
CAT,County Attorney's Office,Finance and Procurement,F,71852,0,1492.56,16
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",F,150527,0,0,32
CAT,County Attorney's Office,Support Services,F,62488,631.04,0,13
CAT,County Attorney's Office,Health and Human Services,M,162107.15,0,0,M2
CAT,County Attorney's Office,Insurance Defense Litigation,F,150527,0,3127.68,32
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,150527,0,3127.68,32
CAT,County Attorney's Office,Finance and Procurement,F,57869.33,0,0,16
CAT,County Attorney's Office,Human Resources and Appeals,F,137065.18,0,0,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,78902,0,1639.44,18
CAT,County Attorney's Office,Human Resources and Appeals,F,141441.37,0,0,32
CAT,County Attorney's Office,Government Operations,F,150527,0,3127.68,32
CAT,County Attorney's Office,County Attorney's Office,M,129501.98,0,0,32
CAT,County Attorney's Office,Finance and Procurement,M,167345,0,0,M2
CAT,County Attorney's Office,Health and Human Services,F,127364.69,0,0,32
CAT,County Attorney's Office,Finance and Procurement,F,20470.01,0,0,5
CAT,County Attorney's Office,Insurance Defense Litigation,M,136207.03,0,0,32
CAT,County Attorney's Office,Finance and Procurement,F,61204.15,0,0,16
CAT,County Attorney's Office,Support Services,F,64711.87,0,0,16
CAT,County Attorney's Office,Insurance Defense Litigation,F,80702.95,0,0,23
CAT,County Attorney's Office,Administration,F,51158.14,0,0,16
CAT,County Attorney's Office,Insurance Defense Litigation,F,140560.09,0,0,32
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,117133.42,0,0,32
CAT,County Attorney's Office,Human Resources and Appeals,M,135628.17,0,0,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,126596.59,0,0,32
CAT,County Attorney's Office,Health and Human Services,F,126596.59,0,0,32
CAT,County Attorney's Office,Human Resources and Appeals,M,73716.51,0,0,24
CAT,County Attorney's Office,Insurance Defense Litigation,F,77254.9,1184.26,0,23
CAT,County Attorney's Office,Support Services,F,60218.92,977.26,0,16
CAT,County Attorney's Office,Finance and Procurement,F,134068.09,0,0,32
CAT,County Attorney's Office,Finance and Procurement,F,134068.09,0,0,32
CAT,County Attorney's Office,Finance and Procurement,M,107254.47,0,0,27
CAT,County Attorney's Office,Human Resources and Appeals,M,89378.73,0,0,27
CAT,County Attorney's Office,Insurance Defense Litigation,F,123057.67,0,0,32
CAT,County Attorney's Office,Health and Human Services,F,74482.27,0,0,23
CAT,County Attorney's Office,Support Services,F,52893.21,667.63,0,15
CAT,County Attorney's Office,Health and Human Services,F,97150.8,0,0,27
CAT,County Attorney's Office,Insurance Defense Litigation,F,119374.83,0,0,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,97362.45,0,0,27
CAT,County Attorney's Office,Insurance Defense Litigation,M,134931.66,0,0,32
CAT,County Attorney's Office,Insurance Defense Litigation,M,94070,0,0,27
CAT,County Attorney's Office,Insurance Defense Litigation,F,94070,0,0,27
CAT,County Attorney's Office,Insurance Defense Litigation,M,89000,0,0,27
CAT,County Attorney's Office,Health and Human Services,F,93100,0,0,27
CAT,County Attorney's Office,Support Services,M,46000,0,0,12
CCL,County Council,Council Members and Staff,F,169326,0,0,0
CCL,County Council,Council Central Staff,F,99852,0,0,23
CCL,County Council,Council Members and Staff,F,83820.06,0,0,26
CCL,County Council,Council Central Staff,M,167345,0,0,M2
CCL,County Council,Council Members and Staff,F,182232.46,0,0,0
CCL,County Council,Council Central Staff,F,144751,0,0,M3
CCL,County Council,Council Members and Staff,F,142055.52,0,0,0
CCL,County Council,Council Central Staff,M,167345,0,0,M2
CCL,County Council,Council Central Staff,F,206000,0,0,0
CCL,County Council,Council Central Staff,M,92039.75,0,0,M2
CCL,County Council,Council Central Staff,F,90848,98.33,0,21
CCL,County Council,Council Members and Staff,F,63376,0,0,18
CCL,County Council,Council Central Staff,F,35149.5,0,741.77,13
CCL,County Council,Council Central Staff,M,149786.4,0,0,M1
CCL,County Council,Council Members and Staff,F,166461.38,0,0,0
CCL,County Council,Council Central Staff,F,75290,0,1563.84,17
CCL,County Council,Council Central Staff,F,75290,138.47,1563.84,17
CCL,County Council,Council Central Staff,F,167345,0,0,M2
CCL,County Council,Council Central Staff,F,56044.97,323.63,0,17
CCL,County Council,Council Central Staff,F,75290,498.46,1563.84,17
CCL,County Council,Council Members and Staff,M,142055.52,0,0,0
CCL,County Council,Council Central Staff,F,99852,0,0,23
CCL,County Council,Council Members and Staff,F,95236,0,0,22
CCL,County Council,Council Central Staff,F,65878.75,4237.16,1444.83,17
CCL,County Council,Council Central Staff,F,73848.22,79.93,0,17
CCL,County Council,Council Central Staff,F,126584,0,0,28
CCL,County Council,Council Central Staff,F,167345,0,0,M2
CCL,County Council,Council Central Staff,M,99852,0,0,23
CCL,County Council,Council Central Staff,F,126584,0,0,28
CCL,County Council,Council Central Staff,F,35149.5,0,730.35,13
CCL,County Council,Council Central Staff,M,62488,0,0,13
CCL,County Council,Council Central Staff,M,176000,0,0,M1
CCL,County Council,Council Central Staff,M,99594.03,0,0,23
CCL,County Council,Council Central Staff,F,124928.53,0,0,32
CCL,County Council,Council Central Staff,F,93149.35,0,0,M3
CCL,County Council,Council Members and Staff,F,71163.97,0,0,18
CCL,County Council,Council Members and Staff,F,125000,0,0,0
CCL,County Council,Council Members and Staff,M,142055.52,0,0,0
CCL,County Council,Council Central Staff,M,83513.26,0,0,25
CCL,County Council,Council Members and Staff,M,142055.52,0,0,0
CCL,County Council,Council Members and Staff,F,127812.5,0,0,0
CCL,County Council,Council Central Staff,M,115099,0,0,26
CCL,County Council,Council Members and Staff,F,68675.29,0,0,18
CCL,County Council,Council Members and Staff,M,120536.93,0,0,0
CCL,County Council,Council Members and Staff,F,96498.16,0,0,26
CCL,County Council,Council Central Staff,M,99472.87,0,0,26
CCL,County Council,Council Central Staff,M,126584,0,0,28
CCL,County Council,Council Members and Staff,M,79182.85,0,0,22
CCL,County Council,Council Members and Staff,M,156261.08,0,0,0
CCL,County Council,Council Members and Staff,M,142055.52,0,0,0
CCL,County Council,Council Members and Staff,M,120000,0,0,0
CCL,County Council,Council Members and Staff,F,32541.51,0,0,18
CCL,County Council,Council Members and Staff,M,74428.79,0,0,22
CCL,County Council,Council Central Staff,F,97525.61,0,0,25
CCL,County Council,Council Members and Staff,F,59264.1,0,0,16
CCL,County Council,Council Members and Staff,M,58500,0,0,18
CCL,County Council,Council Members and Staff,M,85021.12,0,0,26
CCL,County Council,Council Members and Staff,M,61332.14,0,0,18
CCL,County Council,Council Central Staff,F,113603.72,0,0,28
CCL,County Council,Council Members and Staff,M,51570.74,0,0,18
CCL,County Council,Council Members and Staff,F,63497.25,0,0,16
CCL,County Council,Council Members and Staff,M,43348.24,0,0,26
CCL,County Council,Council Central Staff,M,70164.46,0,0,21
CCL,County Council,Council Central Staff,F,99852,72.03,0,23
CCL,County Council,Council Central Staff,F,99852,0,0,23
CCL,County Council,Council Central Staff,F,59831.94,0,0,16
CCL,County Council,Council Members and Staff,M,48575.4,0,0,16
CCL,County Council,Council Members and Staff,M,150000,0,0,0
CCL,County Council,Council Members and Staff,F,116600,0,0,0
CCL,County Council,Council Members and Staff,M,142055.52,0,0,0
CCL,County Council,Council Members and Staff,M,142055.52,0,0,0
CCL,County Council,Council Members and Staff,M,142055.52,0,0,0
CCL,County Council,Council Central Staff,F,146217.5,0,0,M2
CCL,County Council,Council Members and Staff,M,65000,259.18,0,18
CCL,County Council,Council Members and Staff,M,69648.54,0,0,26
CCL,County Council,Council Members and Staff,F,81803.62,0,0,22
CCL,County Council,Council Members and Staff,F,34923.49,0,0,16
CCL,County Council,Council Members and Staff,F,58205.81,0,0,16
CCL,County Council,Council Central Staff,F,68788.69,809.49,0,21
CCL,County Council,Council Members and Staff,F,87837.86,0,0,26
CCL,County Council,Council Members and Staff,M,46575,0,0,16
CCL,County Council,Council Members and Staff,F,47622.94,0,0,16
CCL,County Council,Council Central Staff,F,132285.94,0,0,32
CCL,County Council,Council Central Staff,F,59333.63,0,0,17
CCL,County Council,Council Members and Staff,F,47848,34.56,0,16
CCL,County Council,Council Central Staff,F,146217.5,0,0,M2
CCL,County Council,Council Members and Staff,F,30000,0,0,16
CCL,County Council,Council Members and Staff,M,52000,0,0,16
CCL,County Council,Council Members and Staff,F,48000,0,0,26
CCL,County Council,Council Members and Staff,M,43765,0,0,26
CCL,County Council,Council Members and Staff,F,65000,47.22,0,16
CCL,County Council,Council Members and Staff,M,70000,0,0,18
CCL,County Council,Council Members and Staff,F,48000,0,0,16
CCL,County Council,Council Members and Staff,F,55500,0,0,16
CCL,County Council,Council Central Staff,M,68000,0,0,21
CCL,County Council,Council Members and Staff,F,65000,0,0,16
CCL,County Council,Council Members and Staff,M,43765,0,0,16
CCL,County Council,Council Members and Staff,F,70000,0,0,18
